Date, Open, High, Low, Close
06/06/07, 13590.66, 13606.75, 13403.10, 13465.67
06/05/07, 13673.19, 13689.40, 13523.70, 13595.46
06/04/07, 13667.21, 13723.37, 13575.14, 13676.32
06/01/07, 13628.69, 13756.69, 13562.54, 13668.11
05/31/07, 13633.00, 13718.82, 13564.49, 13627.64
05/30/07, 13517.89, 13650.64, 13403.26, 13633.08
05/29/07, 13507.28, 13603.26, 13428.86, 13521.34
05/25/07, 13441.94, 13571.48, 13410.00, 13507.28
05/24/07, 13522.60, 13645.52, 13391.56, 13441.13
05/23/07, 13540.84, 13648.69, 13476.72, 13525.65
05/22/07, 13544.99, 13632.03, 13466.57, 13539.95
05/21/07, 13556.53, 13636.98, 13473.31, 13542.88
05/18/07, 13476.40, 13611.95, 13454.46, 13556.53
05/17/07, 13486.96, 13558.24, 13384.89, 13476.72
05/16/07, 13374.13, 13526.54, 13325.49, 13487.53
05/15/07, 13346.05, 13518.33, 13302.65, 13383.84
05/14/07, 13325.81, 13432.84, 13265.02, 13346.78
05/11/07, 13212.20, 13373.35, 13192.62, 13326.22
05/10/07, 13359.05, 13376.20, 13161.08, 13215.13
05/09/07, 13300.62, 13410.17, 13229.92, 13362.87
05/08/07, 13309.40, 13359.05, 13192.45, 13309.07
05/07/07, 13264.13, 13385.06, 13218.87, 13312.97
05/04/07, 13243.08, 13340.60, 13176.61, 13264.62
05/03/07, 13206.65, 13306.55, 13131.42, 13241.38
05/02/07, 13133.94, 13291.60, 13105.34, 13211.88
05/01/07, 13062.75, 13188.96, 12993.02, 13136.14
04/30/07, 13120.21, 13226.99, 13003.91, 13062.91
04/27/07, 13104.04, 13195.05, 13002.37, 13120.94
04/26/07, 13088.84, 13197.49, 13016.43, 13105.50
04/25/07, 12951.42, 13142.31, 12929.80, 13089.89
04/24/07, 12919.64, 13033.66, 12845.12, 12953.94
04/23/07, 12961.49, 13029.59, 12867.96, 12919.40
04/20/07, 12811.15, 13035.77, 12828.30, 12961.98
04/19/07, 12799.77, 12889.17, 12677.47, 12808.63
04/18/07, 12771.08, 12871.21, 12691.20, 12803.84
04/17/07, 12719.56, 12773.04, 12773.04, 12773.04
04/16/07, 12611.64, 12770.60, 12596.36, 12720.46
04/13/07, 12551.91, 12654.47, 12504.04, 12612.13
04/12/07, 12483.64, 12580.92, 12407.50, 12552.96
04/11/07, 12573.12, 12618.63, 12432.53, 12484.62
04/10/07, 12568.49, 12641.87, 12496.48, 12573.85
04/09/07, 12562.64, 12641.22, 12505.83, 12569.14
04/05/07, 12523.22, 12600.34, 12465.36, 12560.20
04/04/07, 12511.36, 12591.81, 12444.55, 12530.05
04/03/07, 12379.05, 12559.47, 12396.53, 12510.30
04/02/07, 12354.52, 12450.81, 12284.54, 12382.30
03/30/07, 12348.91, 12442.40, 12237.87, 12354.35
03/29/07, 12301.48, 12424.77, 12251.89, 12348.75
03/28/07, 12396.49, 12415.56, 12234.50, 12300.36
03/27/07, 12468.59, 12484.54, 12336.89, 12397.29
03/26/07, 12480.37, 12526.27, 12339.53, 12469.07
03/23/07, 12460.50, 12550.07, 12396.89, 12481.01
03/22/07, 12446.72, 12524.03, 12364.21, 12461.14
03/21/07, 12288.98, 12489.02, 12220.49, 12447.52
03/20/07, 12226.81, 12324.31, 12172.66, 12288.10
03/19/07, 12110.41, 12273.52, 12122.59, 12226.17
03/16/07, 12160.16, 12226.01, 12053.05, 12110.41
03/15/07, 12133.16, 12228.42, 12060.10, 12159.68
03/14/07, 12074.52, 12187.88, 11926.79, 12133.40
03/13/07, 12307.49, 12319.66, 12049.85, 12075.96
03/12/07, 12275.68, 12385.44, 12205.58, 12318.62
03/09/07, 12262.06, 12379.51, 12200.62, 12276.32
03/08/07, 12193.33, 12355.47, 12183.79, 12260.70
03/07/07, 12204.46, 12315.18, 12122.11, 12192.45
03/06/07, 12051.17, 12252.61, 12060.58, 12207.59
03/05/07, 12111.61, 12220.16, 11973.58, 12050.41
03/02/07, 12233.78, 12293.15, 12064.91, 12114.10
03/01/07, 12265.59, 12338.89, 11996.17, 12234.34
02/28/07, 12214.92, 12396.81, 12122.03, 12268.63
02/27/07, 12628.90, 12587.72, 12078.85, 12216.24
02/26/07, 12647.88, 12746.34, 12562.72, 12632.26
02/23/07, 12679.89, 12726.79, 12578.51, 12647.48
02/22/07, 12735.77, 12792.97, 12621.93, 12686.02
02/21/07, 12782.87, 12813.88, 12662.79, 12738.41
02/20/07, 12766.85, 12845.76, 12675.04, 12786.64
02/16/07, 12764.13, 12829.42, 12685.86, 12767.57
02/15/07, 12741.70, 12828.38, 12681.85, 12765.01
02/14/07, 12651.29, 12793.29, 12623.21, 12741.86
02/13/07, 12549.19, 12702.36, 12551.51, 12654.85
02/12/07, 12580.11, 12654.69, 12502.40, 12552.55
02/09/07, 12638.03, 12725.59, 12518.58, 12580.83
02/08/07, 12665.67, 12704.04, 12542.14, 12637.63
02/07/07, 12656.86, 12748.99, 12589.56, 12666.87
02/06/07, 12661.66, 12738.41, 12586.44, 12666.31
02/05/07, 12653.41, 12730.56, 12586.20, 12661.74
02/02/07, 12673.84, 12740.65, 12582.99, 12653.49
02/01/07, 12617.20, 12741.30, 12563.85, 12673.68
01/31/07, 12520.03, 12685.54, 12461.30, 12621.69
01/30/07, 12492.23, 12597.01, 12414.52, 12523.31
01/29/07, 12487.10, 12599.74, 12422.93, 12490.78
01/26/07, 12503.28, 12582.67, 12391.44, 12487.02
01/25/07, 12621.77, 12670.48, 12461.54, 12502.56
01/24/07, 12534.37, 12659.42, 12489.98, 12621.77
01/23/07, 12477.81, 12610.71, 12401.94, 12533.80
01/22/07, 12566.33, 12619.04, 12389.68, 12477.16
01/19/07, 12567.93, 12649.89, 12462.50, 12565.53
01/18/07, 12575.06, 12674.16, 12487.90, 12567.93
01/17/07, 12571.46, 12666.71, 12496.55, 12577.15
01/16/07, 12555.84, 12638.27, 12489.90, 12582.59
01/12/07, 12514.66, 12616.08, 12432.30, 12556.08
01/11/07, 12442.96, 12586.12, 12413.72, 12514.98
01/10/07, 12417.00, 12487.18, 12313.01, 12442.16
01/09/07, 12424.77, 12516.66, 12337.85, 12416.60
01/08/07, 12392.01, 12489.50, 12298.59, 12423.49
01/05/07, 12480.05, 12504.40, 12326.79, 12398.01
01/04/07, 12473.16, 12560.96, 12357.56, 12480.69
01/03/07, 12459.54, 12630.34, 12373.82, 12474.52
12/29/06, 12500.48, 12560.16, 12423.81, 12463.15
12/28/06, 12510.57, 12566.17, 12440.23, 12501.52
12/27/06, 12408.43, 12549.67, 12413.32, 12510.57
12/26/06, 12341.94, 12439.19, 12301.40, 12407.63
12/22/06, 12413.08, 12445.12, 12311.17, 12343.22
12/21/06, 12461.62, 12526.59, 12369.97, 12421.25
12/20/06, 12471.32, 12549.35, 12393.45, 12463.87
12/19/06, 12439.51, 12517.78, 12348.50, 12471.32
12/18/06, 12446.24, 12545.74, 12372.30, 12441.27
12/15/06, 12417.96, 12536.37, 12377.35, 12445.52
12/14/06, 12317.50, 12472.76, 12271.44, 12416.76
12/13/06, 12312.71, 12411.55, 12263.19, 12317.50
12/12/06, 12328.24, 12396.01, 12222.65, 12315.58
12/11/06, 12306.21, 12399.54, 12245.32, 12328.48
12/08/06, 12278.41, 12376.46, 12197.97, 12307.49
12/07/06, 12310.13, 12396.33, 12233.06, 12278.41
12/06/06, 12328.72, 12390.88, 12239.95, 12309.25
12/05/06, 12283.69, 12398.57, 12218.24, 12331.60
12/04/06, 12195.57, 12349.87, 12149.27, 12283.85
12/01/06, 12220.97, 12289.30, 12070.52, 12194.13
11/30/06, 12226.73, 12317.10, 12118.42, 12221.93
11/29/06, 12134.40, 12283.05, 12119.70, 12226.73
11/28/06, 12118.94, 12191.72, 12030.62, 12136.45
11/27/06, 12279.13, 12303.32, 12079.01, 12121.71
11/24/06, 12321.71, 12340.89, 12219.28, 12280.17
11/22/06, 12321.91, 12403.54, 12238.43, 12326.95
11/21/06, 12312.13, 12409.31, 12233.94, 12321.59
11/20/06, 12340.71, 12400.10, 12257.34, 12316.54
11/17/06, 12304.62, 12390.74, 12219.13, 12342.56
11/16/06, 12250.05, 12375.37, 12204.00, 12305.82
11/15/06, 12214.37, 12326.07, 12156.37, 12251.71
11/14/06, 12132.44, 12261.15, 12051.68, 12218.01
11/13/06, 12097.70, 12204.16, 12045.91, 12131.88
11/10/06, 12102.74, 12173.10, 12025.74, 12108.43
11/09/06, 12174.70, 12236.10, 12039.59, 12103.30
11/08/06, 12147.38, 12233.54, 12051.60, 12176.54
11/07/06, 12104.75, 12239.94, 12065.20, 12156.77
11/06/06, 11985.16, 12146.45, 11973.23, 12105.55
11/03/06, 12018.30, 12095.30, 11928.97, 11986.04
11/02/06, 12023.98, 12070.25, 11938.89, 12018.54
11/01/06, 12080.25, 12160.70, 11972.99, 12031.02
10/31/06, 12086.18, 12160.46, 11986.84, 12080.73
10/30/06, 12089.14, 12165.66, 12000.69, 12086.50
10/27/06, 12164.78, 12202.72, 12024.78, 12090.26
10/26/06, 12134.84, 12236.10, 12037.99, 12163.66
10/25/06, 12127.24, 12212.16, 12017.66, 12134.68
10/24/06, 12116.51, 12204.80, 12028.14, 12127.88
10/23/06, 12001.33, 12177.35, 11940.41, 12116.91
10/20/06, 12013.01, 12087.38, 11881.34, 12002.37
10/19/06, 11988.92, 12082.33, 11911.44, 12011.73
10/18/06, 11947.62, 12108.91, 11900.79, 11992.68
10/17/06, 11977.40, 12024.54, 11849.16, 11950.02
10/16/06, 11961.31, 12044.47, 11892.31, 11980.60
10/13/06, 11947.22, 12009.97, 11862.29, 11960.51
10/12/06, 11854.13, 11999.41, 11845.08, 11947.70
10/11/06, 11865.49, 11907.60, 11762.72, 11852.13
10/10/06, 11857.73, 11930.33, 11778.09, 11867.17
10/09/06, 11849.56, 11923.53, 11759.36, 11857.81
10/06/06, 11865.49, 11921.04, 11743.35, 11850.21
10/05/06, 11844.38, 11927.77, 11762.80, 11866.69
10/04/06, 11722.94, 11879.18, 11654.02, 11850.61
10/03/06, 11670.11, 11794.41, 11608.23, 11727.34
10/02/06, 11678.99, 11773.60, 11608.79, 11670.35
09/29/06, 11718.05, 11782.49, 11642.17, 11679.07
09/28/06, 11689.40, 11775.36, 11625.92, 11718.45
09/27/06, 11670.19, 11775.60, 11595.75, 11689.24
09/26/06, 11575.73, 11723.74, 11517.54, 11669.39
09/25/06, 11509.30, 11655.62, 11436.22, 11575.81
09/22/06, 11532.91, 11588.62, 11423.57, 11508.10
09/21/06, 11611.67, 11677.39, 11471.76, 11533.23
09/20/06, 11542.28, 11680.19, 11514.50, 11613.19
09/19/06, 11554.60, 11605.67, 11450.30, 11540.91
09/18/06, 11559.97, 11636.33, 11477.20, 11555.00
09/15/06, 11528.75, 11661.38, 11504.57, 11560.77
09/14/06, 11543.40, 11595.75, 11445.10, 11527.39
09/13/06, 11487.69, 11605.59, 11423.73, 11543.32
09/12/06, 11396.12, 11551.72, 11357.37, 11498.09
09/11/06, 11389.87, 11468.88, 11295.90, 11396.84
09/08/06, 11332.24, 11448.30, 11295.18, 11392.11
09/07/06, 11405.16, 11443.66, 11273.89, 11331.44
09/06/06, 11466.23, 11492.41, 11357.69, 11406.20
09/05/06, 11461.83, 11533.87, 11385.95, 11469.28
09/01/06, 11382.75, 11516.90, 11363.78, 11464.15
08/31/06, 11383.47, 11451.03, 11326.80, 11381.15
08/30/06, 11365.98, 11452.95, 11309.99, 11382.91
08/29/06, 11352.65, 11432.38, 11255.88, 11369.94
08/28/06, 11285.33, 11411.24, 11240.91, 11352.01
08/25/06, 11301.22, 11350.09, 11218.66, 11284.05
08/24/06, 11297.82, 11386.59, 11232.83, 11304.46
08/23/06, 11337.12, 11394.75, 11238.67, 11297.90
08/22/06, 11344.41, 11426.13, 11279.25, 11339.84
08/21/06, 11380.67, 11406.60, 11284.05, 11345.05
08/18/06, 11333.76, 11437.66, 11273.49, 11381.47
08/17/06, 11327.36, 11429.65, 11237.79, 11334.96
08/16/06, 11224.91, 11373.78, 11207.85, 11327.12
08/15/06, 11098.03, 11271.25, 11117.80, 11230.26
08/14/06, 11089.07, 11242.83, 11049.68, 11097.87
08/11/06, 11121.16, 11157.42, 11005.18, 11088.03
08/10/06, 11073.14, 11176.47, 10998.06, 11124.37
08/09/06, 11168.47, 11296.22, 11044.64, 11076.18
08/08/06, 11218.18, 11319.51, 11117.80, 11173.59
08/07/06, 11239.47, 11294.14, 11143.02, 11219.38
08/04/06, 11244.59, 11367.94, 11165.11, 11240.35
08/03/06, 11195.28, 11304.78, 11101.55, 11242.59
08/02/06, 11125.57, 11267.24, 11106.04, 11199.93
08/01/06, 11184.80, 11210.65, 11035.92, 11125.73
07/31/06, 11218.90, 11265.80, 11115.24, 11185.68
07/28/06, 11102.11, 11282.05, 11112.84, 11219.70
07/27/06, 11104.19, 11245.47, 11040.80, 11100.43
07/26/06, 11102.91, 11208.09, 10987.41, 11102.51
07/25/06, 11051.05, 11186.16, 10937.38, 11103.71
07/24/06, 10868.70, 11096.35, 10869.75, 11051.05
07/21/06, 10937.94, 10995.73, 10778.58, 10868.38
07/20/06, 11007.26, 11098.75, 10884.47, 10928.10
07/19/06, 10797.39, 11069.86, 10791.14, 11011.42
07/18/06, 10745.84, 10867.02, 10658.35, 10799.23
07/17/06, 10739.35, 10858.22, 10668.35, 10747.36
07/14/06, 10846.53, 10892.64, 10664.43, 10739.35
07/13/06, 11012.62, 11015.19, 10790.82, 10846.29
07/12/06, 11133.97, 11181.12, 10973.37, 11013.18
07/11/06, 11102.59, 11186.32, 10987.33, 11134.77
07/10/06, 11091.71, 11210.73, 11048.80, 11103.55
07/07/06, 11224.18, 11227.62, 11040.32, 11090.67
07/06/06, 11147.12, 11301.58, 11117.16, 11225.30
07/05/06, 11225.06, 11239.47, 11083.94, 11151.82
07/03/06, 11149.34, 11277.09, 11146.06, 11228.02
06/30/06, 11190.80, 11288.86, 11100.11, 11150.22
06/29/06, 10974.36, 11225.06, 10975.16, 11190.80
06/28/06, 10925.30, 11026.07, 10869.02, 10973.56
06/27/06, 11048.24, 11096.83, 10895.84, 10924.74
06/26/06, 10990.29, 11089.07, 10937.06, 11045.28
06/23/06, 11019.19, 11098.67, 10932.82, 10989.09
06/22/06, 11077.78, 11127.73, 10954.83, 11019.11
06/21/06, 10975.24, 11165.91, 10952.43, 11079.46
06/20/06, 10942.03, 11066.73, 10895.28, 10974.84
06/19/06, 11014.87, 11098.99, 10886.63, 10942.11
06/16/06, 11014.38, 11095.39, 10929.54, 11014.55
06/15/06, 10817.48, 11049.85, 10788.34, 11015.19
06/14/06, 10706.78, 10859.18, 10664.91, 10816.92
06/13/06, 10783.14, 10893.04, 10653.23, 10706.14
06/12/06, 10892.00, 10969.32, 10767.61, 10792.58
06/09/06, 10939.14, 11015.67, 10842.89, 10891.92
06/08/06, 10929.70, 11032.15, 10726.15, 10938.82
06/07/06, 11002.06, 11107.48, 10897.76, 10930.90
06/06/06, 11048.24, 11140.45, 10890.24, 11002.14
06/05/06, 11247.55, 11259.96, 11025.75, 11048.72
06/02/06, 11260.52, 11329.28, 11158.06, 11247.87
06/01/06, 11169.03, 11290.86, 11115.40, 11260.28
05/31/06, 11091.15, 11225.78, 11050.40, 11168.31
05/30/06, 11277.25, 11275.33, 11071.70, 11094.43
05/26/06, 11211.69, 11329.36, 11177.43, 11278.61
05/25/06, 11114.96, 11258.12, 11089.55, 11211.05
05/24/06, 11100.11, 11241.15, 10980.29, 11117.32
05/23/06, 11126.29, 11254.68, 11068.49, 11098.35
05/22/06, 11143.42, 11210.01, 11011.18, 11125.33
05/19/06, 11124.37, 11254.60, 11009.98, 11144.06
05/18/06, 11206.17, 11301.26, 11096.35, 11128.29
05/17/06, 11410.13, 11412.28, 11139.17, 11205.61
05/16/06, 11428.21, 11520.42, 11334.64, 11419.89
05/15/06, 11380.43, 11485.61, 11273.65, 11428.77
05/12/06, 11500.01, 11551.40, 11336.96, 11380.99
05/11/06, 11639.29, 11660.58, 11449.74, 11500.73
05/10/06, 11630.48, 11709.09, 11545.64, 11642.65
05/09/06, 11584.62, 11684.28, 11535.71, 11639.77
05/08/06, 11576.37, 11665.14, 11504.09, 11584.54
05/05/06, 11440.62, 11616.16, 11456.95, 11577.74
05/04/06, 11401.80, 11512.18, 11366.82, 11438.86
05/03/06, 11414.69, 11472.96, 11308.55, 11400.28
05/02/06, 11345.21, 11479.46, 11302.78, 11416.45
05/01/06, 11367.78, 11476.96, 11304.30, 11343.29
04/28/06, 11358.33, 11462.95, 11278.13, 11367.14
04/27/06, 11349.53, 11465.75, 11220.74, 11382.51
04/26/06, 11283.25, 11428.77, 11256.12, 11354.49
04/25/06, 11336.56, 11401.32, 11213.05, 11283.25
04/24/06, 11346.81, 11420.05, 11246.35, 11336.32
04/21/06, 11343.45, 11468.16, 11272.61, 11347.45
04/20/06, 11278.53, 11429.25, 11221.30, 11342.89
04/19/06, 11265.40, 11379.79, 11181.84, 11278.77
04/18/06, 11074.58, 11302.30, 11064.01, 11268.77
04/17/06, 11137.33, 11203.13, 11017.43, 11073.78
04/13/06, 11130.13, 11210.73, 11053.29, 11137.65
04/12/06, 11089.47, 11194.00, 11052.17, 11129.97
04/11/06, 11141.33, 11220.98, 11017.99, 11089.63
04/10/06, 11119.88, 11211.37, 11083.06, 11141.33
04/07/06, 11217.14, 11285.65, 11081.46, 11120.04
04/06/06, 11233.01, 11294.30, 11137.57, 11216.50
04/05/06, 11203.21, 11290.30, 11141.82, 11239.55
04/04/06, 11142.54, 11269.17, 11094.03, 11203.85
04/03/06, 11113.00, 11287.02, 11101.07, 11144.94
03/31/06, 11151.34, 11229.47, 11069.78, 11109.32
03/30/06, 11216.34, 11279.89, 11092.75, 11150.70
03/29/06, 11154.94, 11283.97, 11117.48, 11215.70
03/28/06, 11250.11, 11312.31, 11132.05, 11154.54
03/27/06, 11280.13, 11314.96, 11194.07, 11250.11
03/24/06, 11270.61, 11353.21, 11197.21, 11279.97
03/23/06, 11317.35, 11363.46, 11207.85, 11270.29
03/22/06, 11234.51, 11358.01, 11200.22, 11317.43
03/21/06, 11275.89, 11364.34, 11188.56, 11235.47
03/20/06, 11278.93, 11350.73, 11208.33, 11274.53
03/17/06, 11254.12, 11335.52, 11210.48, 11279.65
03/16/06, 11210.97, 11324.80, 11176.07, 11253.24
03/15/06, 11149.76, 11258.28, 11097.23, 11209.77
03/14/06, 11076.02, 11190.96, 11030.23, 11151.34
03/13/06, 11067.61, 11157.82, 11019.75, 11076.02
03/10/06, 10972.92, 11125.41, 10948.43, 11076.34
03/09/06, 11005.66, 11093.39, 10923.86, 10972.28
03/08/06, 10977.08, 11065.61, 10885.99, 11005.74
03/07/06, 10957.31, 11032.31, 10885.35, 10980.69
03/06/06, 11022.47, 11084.66, 10899.76, 10958.59
03/03/06, 11024.23, 11125.01, 10942.99, 11021.59
03/02/06, 11052.57, 11090.91, 10951.71, 11025.51
03/01/06, 10993.25, 11115.80, 10960.60, 11053.53
02/28/06, 11096.75, 11115.24, 10947.07, 10993.41
02/27/06, 11062.81, 11180.48, 11038.72, 11097.55
02/24/06, 11065.77, 11129.65, 10981.41, 11061.85
02/23/06, 11133.52, 11167.83, 11017.27, 11069.22
02/22/06, 11065.29, 11198.73, 11034.08, 11137.17
02/21/06, 11115.48, 11182.68, 11011.18, 11069.06
02/17/06, 11119.56, 11178.80, 11035.44, 11115.32
02/16/06, 11059.05, 11154.14, 10997.66, 11120.68
02/15/06, 11025.67, 11115.56, 10940.18, 11058.97
02/14/06, 10890.72, 11071.54, 10873.62, 11028.39
02/13/06, 10915.21, 10982.93, 10824.60, 10892.32
02/10/06, 10883.51, 10972.76, 10787.62, 10919.05
02/09/06, 10859.42, 11003.50, 10800.91, 10883.35
02/08/06, 10742.16, 10897.44, 10712.30, 10858.62
02/07/06, 10796.42, 10874.79, 10691.97, 10749.76
02/06/06, 10793.30, 10868.62, 10725.91, 10798.27
02/03/06, 10849.57, 10905.28, 10725.35, 10793.62
02/02/06, 10950.11, 10987.73, 10800.35, 10851.98
02/01/06, 10862.14, 11001.82, 10815.39, 10953.95
01/31/06, 10900.40, 10970.28, 10807.55, 10864.86
01/30/06, 10908.49, 10993.97, 10832.52, 10899.92
01/27/06, 10815.32, 10988.29, 10766.01, 10907.21
01/26/06, 10711.02, 10896.96, 10677.00, 10809.47
01/25/06, 10713.26, 10832.93, 10615.20, 10709.74
01/24/06, 10690.21, 10804.75, 10624.49, 10712.22
01/23/06, 10668.75, 10783.70, 10607.36, 10688.77
01/20/06, 10880.71, 10890.08, 10637.21, 10667.39
01/19/06, 10855.18, 10965.00, 10796.66, 10880.71
01/18/06, 10890.08, 10934.90, 10778.33, 10854.86
01/17/06, 10957.55, 10977.01, 10841.17, 10896.32
01/13/06, 10961.48, 11033.04, 10888.88, 10959.87
01/12/06, 11043.12, 11070.10, 10918.09, 10962.36
01/11/06, 11011.66, 11099.15, 10939.86, 11043.44
01/10/06, 11010.46, 11054.49, 10902.96, 11011.58
01/09/06, 10959.47, 11053.93, 10906.33, 11011.90
01/06/06, 10875.45, 11005.98, 10846.21, 10959.31
01/05/06, 10880.39, 10951.39, 10797.55, 10882.15
01/04/06, 10843.97, 10946.27, 10772.89, 10880.15
01/03/06, 10718.30, 10888.40, 10650.18, 10847.41
12/30/05, 10783.86, 10801.87, 10675.64, 10717.50
12/29/05, 10795.70, 10870.71, 10747.76, 10784.82
12/28/05, 10778.25, 10858.07, 10750.40, 10796.26
12/27/05, 10883.75, 10956.99, 10754.16, 10777.77
12/23/05, 10883.27, 10940.66, 10840.53, 10883.27
12/22/05, 10831.56, 10928.34, 10785.93, 10889.44
12/21/05, 10805.63, 10933.70, 10776.01, 10833.73
12/20/05, 10836.93, 10905.28, 10754.56, 10805.55
12/19/05, 10875.51, 10970.04, 10781.70, 10836.53
12/16/05, 10881.67, 10978.21, 10830.84, 10875.59
12/15/05, 10883.43, 10985.01, 10803.55, 10881.67
12/14/05, 10821.32, 10953.07, 10786.34, 10883.51
12/13/05, 10765.69, 10902.64, 10694.29, 10823.72
12/12/05, 10778.66, 10857.02, 10707.18, 10767.77
12/09/05, 10751.76, 10845.33, 10694.05, 10778.58
12/08/05, 10808.43, 10871.11, 10705.17, 10755.12
12/07/05, 10856.86, 10916.89, 10737.27, 10810.91
12/06/05, 10835.41, 10924.90, 10809.15, 10856.86
12/05/05, 10876.95, 10923.37, 10766.57, 10835.01
12/02/05, 10912.01, 10952.83, 10818.36, 10877.51
12/01/05, 10806.03, 10969.97, 10819.15, 10912.57
11/30/05, 10883.91, 10959.80, 10789.38, 10805.87
11/29/05, 10888.48, 10994.85, 10850.29, 10888.16
11/28/05, 10932.74, 10992.39, 10839.37, 10890.72
11/25/05, 10915.13, 10997.50, 10883.55, 10931.62
11/23/05, 10871.43, 10974.84, 10825.32, 10916.09
11/22/05, 10815.96, 10907.77, 10729.99, 10871.43
11/21/05, 10766.33, 10871.11, 10708.86, 10820.28
11/18/05, 10719.34, 10865.58, 10663.79, 10766.33
11/17/05, 10677.00, 10778.50, 10619.61, 10720.22
11/16/05, 10683.03, 10780.98, 10574.46, 10674.76
11/15/05, 10697.01, 10783.62, 10610.08, 10686.44
11/14/05, 10686.60, 10756.88, 10618.89, 10697.17
11/11/05, 10641.30, 10725.99, 10595.89, 10686.04
11/10/05, 10541.16, 10680.20, 10484.17, 10640.10
11/09/05, 10539.24, 10637.78, 10466.24, 10546.21
11/08/05, 10574.18, 10606.80, 10478.49, 10539.72
11/07/05, 10531.24, 10632.34, 10488.74, 10586.23
11/04/05, 10523.23, 10593.51, 10441.59, 10530.76
11/03/05, 10470.49, 10613.84, 10421.98, 10522.59
11/02/05, 10406.29, 10527.32, 10347.70, 10472.73
11/01/05, 10437.51, 10510.03, 10352.42, 10406.77
10/31/05, 10403.17, 10539.16, 10372.67, 10440.07
10/28/05, 10231.15, 10433.51, 10213.14, 10402.77
10/27/05, 10344.74, 10379.72, 10205.78, 10229.95
10/26/05, 10377.39, 10474.18, 10283.10, 10344.98
10/25/05, 10383.88, 10457.52, 10282.78, 10377.87
10/24/05, 10216.11, 10411.57, 10219.15, 10385.00
10/21/05, 10282.22, 10354.02, 10161.60, 10215.22
10/20/05, 10411.73, 10483.21, 10230.27, 10281.10
10/19/05, 10277.18, 10444.15, 10173.52, 10414.13
10/18/05, 10349.14, 10412.85, 10233.47, 10285.26
10/17/05, 10287.42, 10419.58, 10213.06, 10348.10
10/14/05, 10216.59, 10327.21, 10165.12, 10287.34
10/13/05, 10216.91, 10309.20, 10098.18, 10216.59
10/12/05, 10253.81, 10343.94, 10145.03, 10216.91
10/11/05, 10239.16, 10361.15, 10195.13, 10253.17
10/10/05, 10292.95, 10378.19, 10184.09, 10238.76
10/07/05, 10287.42, 10387.48, 10221.47, 10292.31
10/06/05, 10317.36, 10425.98, 10200.81, 10287.10
10/05/05, 10434.81, 10477.21, 10299.27, 10317.36
10/04/05, 10534.36, 10618.41, 10409.89, 10441.11
10/03/05, 10569.50, 10637.00, 10486.17, 10535.48
09/30/05, 10552.70, 10625.22, 10471.49, 10568.70
09/29/05, 10472.61, 10583.43, 10389.01, 10552.78
09/28/05, 10456.61, 10560.02, 10390.05, 10473.09
09/27/05, 10444.58, 10534.31, 10376.83, 10456.21
09/26/05, 10420.22, 10544.98, 10381.53, 10443.63
09/23/05, 10421.81, 10494.42, 10328.59, 10419.59
09/22/05, 10376.20, 10489.64, 10303.51, 10422.05
09/21/05, 10484.23, 10512.02, 10335.28, 10378.03
09/20/05, 10558.19, 10642.26, 10453.98, 10481.52
09/19/05, 10641.87, 10656.75, 10497.29, 10557.63
09/16/05, 10560.50, 10696.24, 10539.64, 10641.94
09/15/05, 10545.85, 10627.85, 10488.05, 10558.75
09/14/05, 10597.52, 10673.71, 10510.26, 10544.90
09/13/05, 10673.71, 10701.57, 10561.61, 10597.44
09/12/05, 10678.41, 10743.77, 10618.13, 10682.94
09/09/05, 10594.10, 10727.53, 10573.47, 10678.56
09/08/05, 10633.11, 10670.60, 10530.01, 10595.93
09/07/05, 10588.68, 10667.10, 10534.23, 10633.50
09/06/05, 10447.69, 10621.96, 10467.51, 10589.24
09/02/05, 10460.67, 10536.14, 10400.88, 10447.37
09/01/05, 10481.44, 10557.47, 10382.09, 10459.63
08/31/05, 10409.08, 10508.83, 10326.68, 10481.60
08/30/05, 10461.54, 10476.83, 10329.15, 10412.82
08/29/05, 10396.90, 10508.35, 10321.42, 10463.05
08/26/05, 10450.95, 10480.01, 10355.02, 10397.29
08/25/05, 10434.39, 10506.60, 10391.71, 10450.63
08/24/05, 10519.34, 10584.30, 10407.56, 10434.87
08/23/05, 10571.01, 10604.29, 10475.63, 10519.58
08/22/05, 10559.78, 10669.81, 10509.07, 10569.89
08/19/05, 10552.70, 10656.59, 10503.90, 10559.23
08/18/05, 10549.75, 10623.95, 10466.32, 10554.93
08/17/05, 10505.60, 10625.86, 10472.45, 10550.71
08/16/05, 10631.59, 10650.14, 10489.24, 10513.45
08/15/05, 10599.19, 10687.72, 10532.48, 10634.38
08/12/05, 10682.70, 10688.68, 10549.19, 10600.31
08/11/05, 10591.83, 10721.56, 10549.43, 10685.89
08/10/05, 10606.52, 10746.87, 10553.81, 10594.41
08/09/05, 10537.65, 10662.80, 10537.01, 10615.67
08/08/05, 10557.24, 10635.65, 10497.45, 10536.93
08/05/05, 10610.34, 10643.46, 10512.49, 10558.03
08/04/05, 10696.80, 10709.77, 10568.70, 10610.10
08/03/05, 10681.51, 10735.17, 10600.02, 10697.59
08/02/05, 10623.79, 10729.60, 10600.62, 10683.74
08/01/05, 10641.78, 10713.51, 10578.97, 10623.15
07/29/05, 10705.16, 10754.60, 10608.27, 10640.91
